姓名,性别,出生年月,籍贯,学历|学位,领导级别,链接,信息来源
﻿吴道藩,男,1963年10月,重庆沙坪坝,硕士,重庆市璧山区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4603.htm,人民网
﻿章勇武,男,1968年08月,浙江宁海,博士,重庆市璧山区区长,http://ldzl.people.com.cn/dfzlk/front/personPage4604.htm,人民网
﻿吴盛海,男,1963年07月,重庆沙坪坝,本科,重庆市梁平区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4606.htm,人民网
﻿蒲继承,男,1964年08月,重庆云阳,研究生,重庆市梁平区代区长,http://ldzl.people.com.cn/dfzlk/front/personPage15354.htm,人民网
﻿阚吉林,男,1969年11月,四川仁寿,硕士,重庆市城口县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14905.htm,人民网
﻿黄宗林,男,1964年12月,重庆巫山,学士,重庆市城口县县长,http://ldzl.people.com.cn/dfzlk/front/personPage12216.htm,人民网
﻿徐世国,男,1963年08月,重庆潼南,研究生,重庆市丰都县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4609.htm,人民网
﻿罗成,男,1971年04月,重庆荣昌,硕士,重庆市丰都县县长,http://ldzl.people.com.cn/dfzlk/front/personPage4610.htm,人民网
﻿蒲彬彬,男,1966年08月,重庆万州,,重庆市垫江县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15718.htm,人民网
﻿梅时雨,男,1966年03月,重庆市大足区,硕士,重庆市垫江县县长,http://ldzl.people.com.cn/dfzlk/front/personPage4612.htm,人民网
﻿何平,男,1963年07月,重庆潼南,博士,重庆市武隆县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4641.htm,人民网
﻿卢红,女,1968年02月,四川井研,硕士,重庆市武隆县县长,http://ldzl.people.com.cn/dfzlk/front/personPage15493.htm,人民网
﻿赖蛟,男,1972年04月,重庆荣昌,硕士,重庆市忠县县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4596.htm,人民网
﻿江夏,男,1970年09月,重庆北碚,硕士,重庆市忠县县长,http://ldzl.people.com.cn/dfzlk/front/personPage13771.htm,人民网
﻿何毅,男,1970年08月,重庆九龙坡,硕士,重庆市开州区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4618.htm,人民网
﻿冉华章,男,1966年07月,重庆酉阳,研究生,重庆市开州区区长,http://ldzl.people.com.cn/dfzlk/front/personPage14907.htm,人民网
﻿覃昌德,男,1976年05月,重庆巫山,硕士,重庆市云阳县县长,http://ldzl.people.com.cn/dfzlk/front/personPage4620.htm,人民网
﻿杨树海,男,1964年01月,重庆綦江,硕士,重庆市奉节县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15656.htm,人民网
﻿祁美文,男,1973年09月,重庆开县,研究生,重庆市奉节县县长,http://ldzl.people.com.cn/dfzlk/front/personPage15657.htm,人民网
﻿白文农,男,1959年11月,重庆云阳,本科,重庆市万州区区长,http://ldzl.people.com.cn/dfzlk/front/personPage4624.htm,人民网
﻿李洪义,男,1965年12月,山东诸城,研究生,重庆市涪陵区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4626.htm,人民网
﻿种及灵,男,1966年07月,山东藤县,博士,重庆市涪陵区区长,http://ldzl.people.com.cn/dfzlk/front/personPage15755.htm,人民网
﻿余长明,男,1965年03月,四川眉山,博士,重庆市黔江区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14894.htm,人民网
﻿徐江,男,1965年01月,重庆合川,博士,重庆市黔江区区长,http://ldzl.people.com.cn/dfzlk/front/personPage12761.htm,人民网
﻿赵世庆,男,1964年04月,重庆九龙坡,硕士,重庆市长寿区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4630.htm,人民网
﻿巴川江,男,1963年04月,内蒙古乌兰浩特,,重庆市长寿区区长,http://ldzl.people.com.cn/dfzlk/front/personPage15544.htm,人民网
﻿程志毅,男,1963年02月,四川南部,,重庆市江津区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15708.htm,人民网
﻿谭庆,男,1969年03月,重庆梁平,硕士,重庆市江津区区长,http://ldzl.people.com.cn/dfzlk/front/personPage15532.htm,人民网
﻿滕宏伟,男,1964年08月,安微颖上,博士,重庆市永川区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16126.htm,人民网
﻿罗清泉,男,1967年01月,四川蓬安,博士,重庆市永川区区长,http://ldzl.people.com.cn/dfzlk/front/personPage15751.htm,人民网
﻿李应兰,男,1965年02月,重庆奉节,研究生,重庆市合川区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4617.htm,人民网
﻿李明清,男,1965年08月,重庆江津,研究生,重庆市南川区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5044.htm,人民网
﻿张兴益,男,1964年01月,重庆巫溪,研究生,重庆市南川区区长,http://ldzl.people.com.cn/dfzlk/front/personPage15753.htm,人民网
﻿王志杰,男,1972年01月,河北蠡县,博士,重庆市潼南区区长,http://ldzl.people.com.cn/dfzlk/front/personPage15551.htm,人民网
﻿李春奎,男,1969年04月,重庆大足,硕士,重庆市巫山县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4642.htm,人民网
﻿曹邦兴,男,1973年10月,重庆奉节,硕士,重庆市巫山县县长,http://ldzl.people.com.cn/dfzlk/front/personPage12209.htm,人民网
﻿唐德祥,男,1965年01月,重庆万州,研究生,重庆市巫溪县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4643.htm,人民网
﻿龚均,男,1965年08月,重庆巴南,研究生,重庆市巫溪县县长,http://ldzl.people.com.cn/dfzlk/front/personPage4644.htm,人民网
﻿蹇泽西,男,1963年08月,重庆江津,硕士,重庆市石柱县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4640.htm,人民网
﻿左军,男,1968年06月,重庆酉阳,研究生,重庆市石柱县县长,http://ldzl.people.com.cn/dfzlk/front/personPage4646.htm,人民网
﻿王杰,男,1964年08月,重庆石柱,学士,重庆市秀山土家族苗族自治县党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4648.htm,人民网
﻿向业顺,男,1972年08月,重庆黔江,研究生,重庆市秀山土家族苗族自治县县长,http://ldzl.people.com.cn/dfzlk/front/personPage15109.htm,人民网
﻿陈文森,男,1965年04月,重庆秀山,研究生,重庆市酉阳土家族苗族自治县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4650.htm,人民网
﻿李成群,男,1966年02月,重庆石柱,研究生,重庆市酉阳土家族苗族自治县县长,http://ldzl.people.com.cn/dfzlk/front/personPage15545.htm,人民网
﻿钱建超,男,1965年06月,重庆南川,研究生,重庆市彭水苗族土家族自治县委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4651.htm,人民网
﻿石强,男,1968年12月,重庆酉阳,研究生,重庆市彭水苗族土家族自治县县长,http://ldzl.people.com.cn/dfzlk/front/personPage15659.htm,人民网
﻿潘毅琴,女,1963年12月,北京朝阳,硕士,重庆市綦江区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4654.htm,人民网
﻿姜天波,男,1967年06月,河南南阳,硕士,重庆市綦江区区长,http://ldzl.people.com.cn/dfzlk/front/personPage16124.htm,人民网
﻿周少政,男,1963年11月,重庆开县,硕士,重庆市大足区委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4657.htm,人民网
﻿卢勇,男,1971年12月,四川宣汉,研究生,重庆市大足区区长,http://ldzl.people.com.cn/dfzlk/front/personPage16018.htm,人民网
﻿尹力,男,1962年08月,山东临邑,博士,四川省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage12237.htm,人民网
﻿邓小刚,男,1967年08月,湖南桂阳,博士,四川省委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage6454.htm,人民网
﻿黄新初,男,1957年10月,湖北孝感,博士,四川省委常委、省人大常委会副主任,http://ldzl.people.com.cn/dfzlk/front/personPage4658.htm,人民网
﻿王雁飞,男,1963年02月,河北赞皇,研究生,四川省委常委、省纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6695.htm,人民网
﻿范锐平,男,1966年04月,湖北钟祥,硕士,四川省委常委、成都市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6410.htm,人民网
﻿王宁,男,1959年07月,四川德阳,博士,四川省委常委、常务副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6416.htm,人民网
﻿曲木史哈,男,1960年01月,四川越西,研究生,四川省委常委、农工委主任,http://ldzl.people.com.cn/dfzlk/front/personPage6419.htm,人民网
﻿甘霖,男,1963年07月,湖北天门,硕士,四川省委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6420.htm,人民网
﻿邓勇,男,1961年07月,北京,,四川省委常委、政法委书记，副省长、省公安厅厅长,http://ldzl.people.com.cn/dfzlk/front/personPage12958.htm,人民网
﻿黄建发,男,1965年01月,福建邵武,硕士,四川省委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage16621.htm,人民网
﻿刘捷,男,1957年02月,四川兴文,硕士,四川省副省长，省政协副主席,http://ldzl.people.com.cn/dfzlk/front/personPage6418.htm,人民网
﻿杨兴平,男,1965年12月,四川成都,本科,四川省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage15480.htm,人民网
﻿叶壮,男,1958年04月,四川广安,学士,四川省副省长、雅安市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4688.htm,人民网
﻿杨洪波,男,1960年08月,四川邻水,硕士,四川省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4672.htm,人民网
﻿王铭晖,男,1960年02月,四川资阳,研究生,四川省副省长、省委秘书长,http://ldzl.people.com.cn/dfzlk/front/personPage4680.htm,人民网
﻿罗强,男,1963年10月,重庆市,博士,四川省成都市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4668.htm,人民网
﻿李刚,男,1965年07月,四川大邑,硕士,四川省自贡市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4690.htm,人民网
﻿刘永湘,男,1962年06月,四川什邡,博士,四川省自贡市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4661.htm,人民网
﻿张剡,男,1962年07月,四川德阳,研究生,四川省攀枝花市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4663.htm,人民网
﻿李建勤,男,1963年11月,江苏金坛,博士,四川省攀枝花市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15923.htm,人民网
﻿蒋辅义,男,1958年09月,四川营山,研究生,四川省泸州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4664.htm,人民网
﻿刘强,男,1965年08月,四川井研,研究生,四川省泸州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4665.htm,人民网
﻿蒲波,男,1963年11月,四川南充,,四川省德阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14780.htm,人民网
﻿赵辉,男,1965年07月,四川通江,硕士,四川省德阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12250.htm,人民网
﻿彭宇行,男,1962年11月,四川乐山,博士,四川省绵阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage14781.htm,人民网
﻿刘超,男,1971年11月,辽宁阜新,博士,四川省绵阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage12233.htm,人民网
﻿王菲,男,1963年10月,四川巴中,博士,四川省广元市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4671.htm,人民网
﻿邹自景,男,1968年09月,河北文安,硕士,四川省广元市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15521.htm,人民网
﻿赵世勇,男,1967年05月,四川营山,博士,四川省遂宁市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5021.htm,人民网
﻿杨自力,男,1962年08月,四川自贡,硕士,四川省遂宁市市长,http://ldzl.people.com.cn/dfzlk/front/personPage14899.htm,人民网
﻿马波,男,1964年10月,重庆,硕士,四川省内江市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15804.htm,人民网
﻿任晓春,男,1960年09月,四川南充,研究生,四川省内江市市长,http://ldzl.people.com.cn/dfzlk/front/personPage14862.htm,人民网
﻿张彤,男,1973年08月,四川都江堰,博士,四川省乐山市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4677.htm,人民网
﻿宋朝华,男,1962年06月,四川邛崃,本科,四川省南充市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4687.htm,人民网
﻿吴群刚,男,1974年04月,浙江义乌,博士,四川省南充市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16123.htm,人民网
﻿刘中伯,男,1962年11月,四川仪陇,,四川省宜宾市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15662.htm,人民网
﻿杜紫平,男,1962年09月,四川洪雅,,四川省宜宾市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15526.htm,人民网
﻿侯晓春,男,1960年06月,四川营山,博士,四川省广安市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4682.htm,人民网
﻿罗增斌,男,1967年10月,四川苍溪,博士,四川省广安市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4683.htm,人民网
﻿包惠,女,1963年08月,云南宣威,博士,四川省达州市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4685.htm,人民网
﻿郭亨孝,男,1964年07月,四川仁寿,硕士,四川省达州市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15528.htm,人民网
﻿李静,女,1962年07月,河南濮阳,研究生,四川省眉山市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4686.htm,人民网
﻿罗佳明,男,1963年04月,四川乐山,,四川省眉山市市长,http://ldzl.people.com.cn/dfzlk/front/personPage6905.htm,人民网
﻿兰开驰,男,1961年04月,四川三台,硕士,四川省雅安市市长,http://ldzl.people.com.cn/dfzlk/front/personPage5010.htm,人民网
﻿冯键,男,1964年05月,安徽来安,博士,四川省巴中市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12203.htm,人民网
﻿何平,,1964年01月,四川渠县,硕士,四川省巴中市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15625.htm,人民网
﻿周喜安,男,1963年08月,河南新野,博士,四川省资阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4691.htm,人民网
﻿陈吉明,男,1962年05月,四川富顺,研究生,四川省资阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage7011.htm,人民网
﻿刘作明,男,1957年09月,山东龙口,学士,四川省人大常委会副主任，阿坝藏族羌族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4694.htm,人民网
﻿杨克宁,男,1962年01月,四川小金,研究生,四川省阿坝藏族羌族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage12199.htm,人民网
﻿刘成鸣,男,1963年02月,四川广汉,研究生,四川省甘孜藏族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4662.htm,人民网
﻿肖友才,男,1965年10月,四川金川,,四川省甘孜藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage16330.htm,人民网
﻿林书成,男,1962年11月,甘肃武山,学士,四川省凉山彝族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4669.htm,人民网
﻿苏嘎尔布,男,1964年08月,四川越西,研究生,四川省凉山彝族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage16236.htm,人民网
﻿陈敏尔,男,1960年09月,浙江诸暨,硕士,贵州省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4953.htm,人民网
﻿孙志刚,男,1954年05月,河南荥阳,博士,贵州省委副书记、省长,http://ldzl.people.com.cn/dfzlk/front/personPage15128.htm,人民网
﻿王富玉,男,1952年08月,河南唐河,博士,贵州省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4954.htm,人民网
﻿谌贻琴,女,1959年12月,贵州织金,研究生,贵州省委副书记、省委政法委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6423.htm,人民网
﻿刘晓凯,男,1962年03月,贵州台江,研究生,贵州省委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6425.htm,人民网
﻿孙永春,男,1957年05月,山东寿光,硕士,贵州省委常委、组织部部长，省人大常委会副主任,http://ldzl.people.com.cn/dfzlk/front/personPage6426.htm,人民网
﻿秦如培,男,1962年10月,贵州江口,硕士,贵州省委常委、常务副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6427.htm,人民网
﻿陈刚,男,1965年04月,江苏高邮,博士,贵州省委常委、贵阳市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4700.htm,人民网
﻿慕德贵,男,1959年08月,吉林集安,硕士,贵州省委常委、副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6432.htm,人民网
﻿夏红民,男,1961年12月,湖北监利,学士,贵州省委常委、省纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4799.htm,人民网
﻿王晓光,男,1961年10月,山东巨野,硕士,贵州省委常委、遵义市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4704.htm,人民网
﻿李邑飞,男,1964年01月,云南墨江,硕士,贵州省委常委,http://ldzl.people.com.cn/dfzlk/front/personPage15624.htm,人民网
﻿李再勇,男,1962年08月,贵州务川,研究生,贵州省委常委、省委秘书长,http://ldzl.people.com.cn/dfzlk/front/personPage4702.htm,人民网
﻿钟勉,男,1963年05月,四川犍为,博士,贵州省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6408.htm,人民网
﻿刘远坤,男,1957年10月,贵州晴隆,研究生,贵州省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6433.htm,人民网
﻿陈鸣明,男,1957年10月,贵州贵定,硕士,贵州省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6434.htm,人民网
﻿何力,男,1959年05月,贵州贵阳,博士,贵州省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6436.htm,人民网
﻿卢雍政,男,1967年09月,湖南益阳,博士,贵州省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage15565.htm,人民网
﻿刘文新,男,1967年08月,江西萍乡,研究生,贵州省贵阳市市长,http://ldzl.people.com.cn/dfzlk/front/personPage4701.htm,人民网
﻿周荣,男,1963年01月,贵州织金,学士,贵州省六盘水市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4703.htm,人民网
﻿李刚,男,1972年08月,贵州安顺,硕士,贵州省六盘水市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16404.htm,人民网
﻿曾永涛,男,1964年10月,贵州遵义,学士,贵州省安顺市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4707.htm,人民网
﻿陈训华,男,1961年12月,贵州赤水,学士,贵州省安顺市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16277.htm,人民网
﻿陈昌旭,男,1970年01月,贵州绥阳,硕士,贵州省铜仁市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4711.htm,人民网
﻿陈晏,男,1963年08月,江苏苏州,学士,贵州省铜仁市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15051.htm,人民网
﻿周建琨,男,1960年06月,河南叶县,学士,贵州省政协副主席，毕节市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4706.htm,人民网
﻿桑维亮,男,1962年12月,贵州安龙,学士,贵州省毕节市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16038.htm,人民网
﻿张政,男,1966年04月,黑龙江大庆,博士,贵州省黔西南布依族苗族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4712.htm,人民网
﻿杨永英,女,1964年04月,贵州荔波,研究生,贵州省黔西南布依族苗族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage4713.htm,人民网
﻿黄秋斌,男,1972年06月,福建安溪,博士,贵州省黔东南苗族侗族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16557.htm,人民网
﻿冯仕文,男,1962年07月,贵州松桃,学士,贵州省黔东南苗族侗族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15100.htm,人民网
﻿龙长春,男,1963年04月,贵州松桃,学士,贵州省黔南布依族苗族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4716.htm,人民网
﻿吴胜华,男,1966年10月,贵州都匀,硕士,贵州省黔南布依族苗族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage16216.htm,人民网
﻿马长青,男,1963年11月,山东济南,硕士,贵州省贵安新区党工委书记,http://ldzl.people.com.cn/dfzlk/front/personPage7366.htm,人民网
﻿孙登峰,男,1962年11月,安徽蚌埠,硕士,贵州省贵安新区管委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage15985.htm,人民网
﻿陈豪,男,1954年02月,江苏海门,硕士,云南省委书记、省人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage7007.htm,人民网
﻿阮成发,男,1957年10月,湖北武汉,博士,云南省委副书记，省长,http://ldzl.people.com.cn/dfzlk/front/personPage4444.htm,人民网
﻿罗正富,男,1952年08月,云南牟定,硕士,云南省政协主席,http://ldzl.people.com.cn/dfzlk/front/personPage4957.htm,人民网
﻿李秀领,男,1962年12月,江苏铜山,博士,云南省委副书记,http://ldzl.people.com.cn/dfzlk/front/personPage6382.htm,人民网
﻿赵金,男,1962年05月,云南禄丰,专科,云南省委常委、宣传部部长,http://ldzl.people.com.cn/dfzlk/front/personPage6444.htm,人民网
﻿宗国英,男,1963年08月,河南内黄,博士,云南省委常委、常务副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4080.htm,人民网
﻿陆俊华,男,1962年01月,江西丰城,博士,云南省委常委、省纪委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6390.htm,人民网
﻿程连元,男,1961年12月,北京,博士,云南省委常委，昆明市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4021.htm,人民网
﻿李小三,男,1963年11月,江西吉安,研究生,云南省委常委、组织部部长,http://ldzl.people.com.cn/dfzlk/front/personPage15623.htm,人民网
﻿刘慧晏,男,1964年06月,山东招远,博士,云南省委常委、省委秘书长，副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6451.htm,人民网
﻿张太原,男,1961年04月,山西汾阳,博士,云南省委常委、政法委书记，副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4740.htm,人民网
﻿杨宁,女,1963年12月,云南大理,研究生,云南省委常委、统战部部长,http://ldzl.people.com.cn/dfzlk/front/personPage12205.htm,人民网
﻿李文荣,男,1962年10月,云南昭阳,研究生,云南省委常委、曲靖市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4719.htm,人民网
﻿高峰,男,1963年10月,云南石屏,博士,云南省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage6447.htm,人民网
﻿张祖林,男,1959年06月,云南昭通,研究生,云南省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage4722.htm,人民网
﻿董华,男,1961年01月,云南昭通,硕士,云南省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage15138.htm,人民网
﻿陈舜,男,1964年02月,云南镇雄,博士,云南省副省长,http://ldzl.people.com.cn/dfzlk/front/personPage16227.htm,人民网
﻿王喜良,男,1963年12月,,博士,云南省昆明市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15207.htm,人民网
﻿董保同,男,1967年01月,,研究生,云南省曲靖市市长,http://ldzl.people.com.cn/dfzlk/front/personPage14745.htm,人民网
﻿罗应光,男,1966年12月,,博士,云南省玉溪市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5049.htm,人民网
﻿张德华,男,1966年11月,江苏南通,研究生,云南省玉溪市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15871.htm,人民网
﻿赵德光,男,1962年05月,,研究生,云南省保山市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15392.htm,人民网
﻿杨军,男,1973年01月,,硕士,云南省保山市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15588.htm,人民网
﻿杨亚林,男,1964年06月,,硕士,云南省昭通市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16529.htm,人民网
﻿郭大进,男,1974年10月,安徽安庆,研究生,云南省昭通市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15355.htm,人民网
﻿罗杰,男,1962年03月,云南昆明,本科,云南省丽江市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4728.htm,人民网
﻿郑艺,男,1967年11月,,硕士,云南省丽江市市长,http://ldzl.people.com.cn/dfzlk/front/personPage15524.htm,人民网
﻿卫星,男,1964年04月,云南昆明,博士,云南省普洱市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4730.htm,人民网
﻿杨照辉,男,1963年04月,,研究生,云南省普洱市市长,http://ldzl.people.com.cn/dfzlk/front/personPage14180.htm,人民网
﻿杨浩东,男,1965年01月,,研究生,云南省临沧市委书记,http://ldzl.people.com.cn/dfzlk/front/personPage11870.htm,人民网
﻿张之政,男,1964年01月,,硕士,云南省临沧市市长,http://ldzl.people.com.cn/dfzlk/front/personPage16405.htm,人民网
﻿纳杰,男,1960年04月,云南昭通,硕士,云南省文山壮族苗族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4734.htm,人民网
﻿张秀兰,女,1966年10月,云南麻栗坡,硕士,云南省文山壮族苗族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage12215.htm,人民网
﻿姚国华,男,1965年05月,,研究生,云南省红河哈尼族彝族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15141.htm,人民网
﻿李扬,男,1964年10月,云南绿春,研究生,云南省红河哈尼族彝族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15709.htm,人民网
﻿陈玉侯,男,1963年05月,,研究生,云南省西双版纳傣族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4738.htm,人民网
﻿罗红江,男,1962年05月,云南景洪,本科,云南省西双版纳傣族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage4739.htm,人民网
﻿侯新华,男,1963年08月,云南泸水,本科,云南省楚雄彝族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage12206.htm,人民网
﻿杨斌,男,1966年09月,,硕士,云南省楚雄彝族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15113.htm,人民网
﻿陈坚,男,1961年06月,云南昆明,硕士,云南省大理白族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage16532.htm,人民网
﻿杨健,男,1963年10月,,,云南省大理白族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15530.htm,人民网
﻿王俊强,男,1965年04月,云南澜沧,硕士,云南省德宏傣族景颇族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage5008.htm,人民网
﻿龚敬政,男,1959年12月,云南梁河,本科,云南省德宏傣族景颇族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage4745.htm,人民网
﻿童志云,男,1964年05月,云南永胜,本科,云南省怒江傈僳族自治州委书记,http://ldzl.people.com.cn/dfzlk/front/personPage4746.htm,人民网
﻿纳云德,男,1968年05月,,硕士,云南省怒江僳僳族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15547.htm,人民网
﻿顾琨,男,1968年02月,,,云南省迪庆藏族自治州党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage15577.htm,人民网
﻿齐建新,男,1965年01月,,本科,云南省迪庆藏族自治州州长,http://ldzl.people.com.cn/dfzlk/front/personPage15120.htm,人民网
﻿吴英杰,男,1956年12月,山东昌邑,研究生,西藏自治区党委书记,http://ldzl.people.com.cn/dfzlk/front/personPage6453.htm,人民网
﻿洛桑江村,男,1957年07月,西藏察雅,硕士,西藏自治区党委副书记、自治区人大常委会主任,http://ldzl.people.com.cn/dfzlk/front/personPage4960.htm,人民网
﻿齐扎拉,男,1958年08月,云南迪庆,研究生,西藏自治区党委副书记、自治区政府主席,http://ldzl.people.com.cn/dfzlk/front/personPage4750.htm,人民网
